Environments,FEDORA,https://libfeddev1.library.emory.edu:8443/fedora/,PIDMAN,https://pidqas.library.emory.edu/domains/30/
Time,PM_Pid,PM_Label,PM_URI,PM_Target_URI,PM_Access_URI,In_Fedora?
2016-08-31 15:03:50,1d5vt,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5vt/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5vt,http://pidqas.library.emory.edu/ark:/25593/1d5vt,No
2016-08-31 15:03:50,1d5wz,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5wz/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d5wz,http://pidqas.library.emory.edu/ark:/25593/1d5wz,No
2016-08-31 15:03:50,1d5x3,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5x3/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5x3,http://pidqas.library.emory.edu/ark:/25593/1d5x3,No
2016-08-31 15:03:50,1d5z7,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d5z7/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d5z7,http://pidqas.library.emory.edu/ark:/25593/1d5z7,No
2016-08-31 15:03:50,1d60g,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d60g/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d60g,http://pidqas.library.emory.edu/ark:/25593/1d60g,No
2016-08-31 15:03:50,1d61m,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d61m/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d61m,http://pidqas.library.emory.edu/ark:/25593/1d61m,No
2016-08-31 15:03:50,1d62r,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d62r/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d62r,http://pidqas.library.emory.edu/ark:/25593/1d62r,No
2016-08-31 15:03:50,1d63w,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d63w/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d63w,http://pidqas.library.emory.edu/ark:/25593/1d63w,No
2016-08-31 15:03:50,1d641,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d641/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d641,http://pidqas.library.emory.edu/ark:/25593/1d641,No
2016-08-31 15:03:50,1d655,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d655/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d655,http://pidqas.library.emory.edu/ark:/25593/1d655,No
2016-08-31 15:03:50,1d669,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d669/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d669,http://pidqas.library.emory.edu/ark:/25593/1d669,No
2016-08-31 15:03:50,1d67f,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d67f/,https://marbl.library.emory.edu/collections/rushdie/documents/emory:1d67f,http://pidqas.library.emory.edu/ark:/25593/1d67f,No
2016-08-31 15:03:50,1d68k,Salman Rushdie born-digital archives — unspecified file,https://pidqas.library.emory.edu/ark/1d68k/,https://fedora.library.emory.edu:8443/fedora/objects/emory:1d68k,http://pidqas.library.emory.edu/ark:/25593/1d68k,No
